,Country,Date,Hemisphere,MonthOrder
3055,USA,Jan,North,3.0
3056,AUSTRALIA,Jan,South,2.0
3057,AUSTRALIA,Jan,South,2.0
3060,MOZAMBIQUE,Dec,South,1.0
3061,AUSTRALIA,Dec,South,12.0
3062,SOUTH AFRICA,Dec,South,12.0
3063,AUSTRALIA,Dec,South,12.0
3064,HONG KONG,Dec,South,11.0
3065,AUSTRALIA,Nov,South,10.0
3066,USA,Nov,North,10.0
3067,SOUTH AFRICA,Nov,South,10.0
3068,USA,Sep,North,10.0
3069,USA,Sep,North,9.0
3070,CROATIA,Sep,North,9.0
3071,AUSTRALIA,Sep,South,9.0
3072,AUSTRALIA,Sep,South,8.0
3073,USA,Aug,North,7.0
3074,USA,Aug,North,7.0
3075,SOUTH AFRICA,Aug,South,6.0
3076,BRITISH ISLES,Jun,North,6.0
3077,KENYA,Apr,North,4.0
3078,SOUTH AFRICA,Mar,South,4.0
3079,MEXICO,Mar,North,4.0
3080,VENEZUELA,Mar,North,4.0
3081,VENEZUELA,Feb,North,4.0
3082,MOZAMBIQUE,Jan,South,4.0
3083,NEW ZEALAND,Jan,South,3.0
3087,MICRONESIA,Dec,South,12.0
3088,USA,Dec,North,12.0
3089,NO COUNTRY DATA,Dec,Both hemispheres,11.0
3090,USA,Dec,North,10.0
3091,USA,Dec,North,10.0
3092,MICRONESIA,Dec,South,9.0
3093,PALAU,Dec,North,9.0
3094,USA,Oct,North,9.0
3095,AUSTRALIA,Oct,South,9.0
3096,USA,Oct,North,9.0
3097,USA,Oct,North,9.0
3098,NO COUNTRY DATA,Oct,Both hemispheres,8.0
3099,NO COUNTRY DATA,Sep,Both hemispheres,7.0
3100,USA,Sep,North,6.0
3101,SOUTH AFRICA,Aug,South,6.0
3102,GRENADA,Aug,North,6.0
3103,GRENADA,Aug,North,6.0
3104,PHILIPPINES,Jul,North,6.0
3105,GRENADA,Jun,North,4.0
3106,NO COUNTRY DATA,Jun,Both hemispheres,4.0
3107,SOLOMON ISLANDS,Jun,South,4.0
3108,USA,May,North,3.0
3109,USA,May,North,3.0
3110,NO COUNTRY DATA,Apr,Both hemispheres,2.0
3111,MOZAMBIQUE,Apr,South,1.0
3112,MOZAMBIQUE,Apr,South,1.0
3113,MOZAMBIQUE,Mar,South,1.0
3114,MOZAMBIQUE,Mar,South,1.0
3115,EGYPT,Feb,North,1.0
3116,MEXICO,Feb,North,1.0
3117,ENGLAND,Jan,North,1.0
3118,PAPUA NEW GUINEA,Jan,South,1.0
3119,AUSTRALIA,Jan,South,11.0
3122,USA,Dec,North,10.0
3123,USA,Dec,North,9.0
3124,USA,Dec,North,8.0
3125,USA,Nov,North,8.0
3126,USA,Oct,North,8.0
3127,USA,Oct,North,8.0
3128,NO COUNTRY DATA,Oct,Both hemispheres,8.0
3129,ENGLAND,Oct,North,7.0
3130,USA,Sep,North,7.0
3131,USA,Sep,North,7.0
3132,USA,Sep,North,6.0
3133,JAMAICA,Aug,North,6.0
3134,USA,Jul,North,6.0
3135,USA,Jul,North,5.0
3136,USA,Jun,North,5.0
3137,DOMINICAN REPUBLIC,Jun,North,5.0
3138,AUSTRALIA,Apr,South,5.0
3139,AUSTRALIA,Apr,South,4.0
3140,USA,Apr,North,8.0
3141,AUSTRALIA,Apr,South,3.0
3142,USA,Apr,North,3.0
3143,AUSTRALIA,Apr,South,2.0
3144,AUSTRALIA,Mar,South,2.0
3145,AUSTRALIA,Jan,South,1.0
3149,NEW ZEALAND,Dec,South,12.0
3150,AUSTRALIA,Dec,South,12.0
3151,SOUTH AFRICA,Dec,South,12.0
3152,SOUTH AFRICA,Dec,South,12.0
3153,SOUTH AFRICA,Nov,South,11.0
3154,AUSTRALIA,Oct,South,11.0
3155,BAHAMAS,Oct,North,10.0
3156,USA,Sep,North,10.0
3157,PHILIPPINES,Sep,North,10.0
3158,USA,Sep,North,9.0
3159,NEW ZEALAND,Sep,South,9.0
3160,USA,Sep,North,8.0
3161,USA,Sep,North,8.0
3162,FRENCH POLYNESIA,Aug,South,8.0
3163,MALAYSIA,Jul,North,8.0
3164,COLUMBIA,Jun,North,8.0
3165,USA,Jun,North,7.0
3166,USA,Jun,North,7.0
3167,USA,Jun,North,7.0
3168,BAHAMAS,Jun,North,7.0
3169,MEXICO,Apr,North,7.0
3170,BAHAMAS,Apr,North,6.0
3171,USA,Apr,North,6.0
3172,ENGLAND,Mar,North,6.0
3173,TANZANIA,Mar,South,5.0
3174,PAPUA NEW GUINEA,Feb,South,5.0
3175,USA,Jan,North,4.0
3176,USA,Jan,North,4.0
3177,AUSTRALIA,Jan,South,4.0
3178,PAPUA NEW GUINEA,Jan,South,4.0
3179,AUSTRALIA,Jan,South,4.0
3180,SOUTH AFRICA,Jan,South,3.0
3181,USA,Jan,North,3.0
3182,USA,Jan,North,3.0
3191,PAPUA NEW GUINEA,Nov,South,12.0
3192,FIJI,Nov,South,12.0
3193,AUSTRALIA,Nov,South,12.0
3194,USA,Oct,North,12.0
3195,AUSTRALIA,Sep,South,11.0
3196,AUSTRALIA,Aug,South,11.0
3197,FIJI,Aug,South,11.0
3198,PHILIPPINES,Aug,North,11.0
3199,SOUTH AFRICA,Aug,South,11.0
3200,MEXICO,Aug,North,10.0
3201,USA,Jul,North,10.0
3202,TONGA,Jul,South,10.0
3203,USA,Jul,North,9.0
3204,ITALY,Jun,North,9.0
3205,PAPUA NEW GUINEA,Jun,South,9.0
3206,USA,Jun,North,9.0
3207,PAPUA NEW GUINEA,May,South,9.0
3208,PAPUA NEW GUINEA,May,South,9.0
3209,USA,May,North,8.0
3210,JAPAN,May,North,8.0
3211,ITALY,Apr,North,8.0
3212,AUSTRALIA,Aug,South,8.0
3213,BERMUDA,Mar,North,8.0
3214,COLUMBIA,Mar,North,8.0
3215,AUSTRALIA,Feb,South,8.0
3216,USA,Feb,North,8.0
3217,BAHAMAS,Jan,North,8.0
3218,SENEGAL,Jan,North,8.0
3220,TURKEY,Dec,North,7.0
3221,USA,Dec,North,7.0
3222,USA,Dec,North,6.0
3223,ITALY,Dec,North,6.0
3224,AUSTRALIA,Dec,South,5.0
3225,AUSTRALIA,Dec,South,5.0
3226,UNITED KINGDOM,Nov,North,4.0
3227,NEW ZEALAND,Nov,South,3.0
3228,SOUTH AFRICA,Oct,South,3.0
3229,AUSTRALIA,Oct,South,3.0
3230,AUSTRALIA,Oct,South,3.0
3231,NEW ZEALAND,Sep,South,3.0
3232,PAPUA NEW GUINEA,Sep,South,3.0
3233,MEXICO,Aug,North,2.0
3234,SOUTH AFRICA,Aug,South,1.0
3235,SOUTH AFRICA,Aug,South,1.0
3236,MOZAMBIQUE,Aug,South,1.0
3237,AUSTRALIA,Aug,South,1.0
3238,AUSTRALIA,Jul,South,12.0
3239,AUSTRALIA,Jul,South,12.0
3240,AUSTRALIA,Jul,South,12.0
3241,SINGAPORE,Jul,North,12.0
3242,AUSTRALIA,Jul,South,12.0
3243,THAILAND,Jun,North,11.0
3244,PAPUA NEW GUINEA,Jun,South,11.0
3245,PAPUA NEW GUINEA,Jun,South,10.0
3246,PAPUA NEW GUINEA,May,South,10.0
3247,AUSTRALIA,May,South,9.0
3248,USA,Apr,North,9.0
3249,AUSTRALIA,Apr,South,9.0
3250,AUSTRALIA,Apr,South,9.0
3251,AUSTRALIA,Apr,South,9.0
3252,USA,Apr,North,9.0
3253,BAHAMAS,Mar,North,9.0
3254,AUSTRALIA,Mar,South,8.0
3255,SOUTH AFRICA,Mar,South,8.0
3256,BAHAMAS,Feb,North,8.0
3257,NEW BRITAIN,Feb,North,8.0
3258,NEW BRITAIN,Feb,North,8.0
3259,CROATIA,Feb,North,8.0
3260,TAIWAN,Feb,North,8.0
3261,ITALY,Feb,North,8.0
3262,USA,Jan,North,8.0
3266,TAIWAN,Dec,North,7.0
3267,PAPUA NEW GUINEA,Dec,South,7.0
3268,USA,Dec,North,7.0
3269,CARIBBEAN SEA,Dec,North,7.0
3270,USA,Dec,North,6.0
3271,USA,Nov,North,6.0
3272,USA,Nov,North,6.0
3273,FRENCH POLYNESIA,Nov,South,6.0
3274,AUSTRALIA,Nov,South,5.0
3275,AUSTRALIA,Nov,South,5.0
3276,AUSTRALIA,Oct,South,5.0
3277,USA,Oct,North,5.0
3278,PHILIPPINES,Oct,North,5.0
3279,USA,Sep,North,4.0
3280,AUSTRALIA,Sep,South,4.0
3281,AUSTRALIA,Sep,South,3.0
3282,SUDAN,Sep,North,3.0
3283,AUSTRALIA,Sep,South,2.0
3284,SOUTH AFRICA,Sep,South,1.0
3285,INDONESIA,Aug,South,1.0
3286,USA,Aug,North,1.0
3287,AUSTRALIA,Aug,South,1.0
3288,COLUMBIA,Aug,North,1.0
3289,SOUTH AFRICA,Aug,South,1.0
3290,AUSTRALIA,Aug,South,1.0
3291,SOUTH AFRICA,Aug,South,1.0
3292,NEW ZEALAND,Aug,South,1.0
3293,USA,Aug,North,1.0
3294,AUSTRALIA,Aug,South,12.0
3295,JOHNSTON ISLAND,Jul,North,12.0
3296,AUSTRALIA,Jul,South,12.0
3297,AUSTRALIA,Jul,South,11.0
3298,PACIFIC OCEAN ,Jun,Both hemispheres,11.0
3299,PANAMA,Jun,North,11.0
3300,AUSTRALIA,May,South,11.0
3301,NO COUNTRY DATA,May,Both hemispheres,10.0
3302,BAHAMAS,Apr,North,10.0
3303,BAHAMAS,Mar,North,10.0
3304,NEW BRITAIN,Mar,North,10.0
3305,PAPUA NEW GUINEA,Mar,South,10.0
3306,PAPUA NEW GUINEA,Mar,South,9.0
3307,PAPUA NEW GUINEA,Mar,South,9.0
3308,MEXICO,Mar,North,9.0
3309,PHILIPPINES,Feb,North,8.0
3310,USA,Jan,North,8.0
3311,BAHAMAS,Jan,North,7.0
3312,MEXICO,Jan,North,7.0
3313,BERMUDA,Jan,North,7.0
3314,USA,Dec,North,6.0
3315,USA,Dec,North,6.0
3316,MEXICO,Dec,North,6.0
3317,PAPUA NEW GUINEA,Dec,South,6.0
3318,SOUTH PACIFIC OCEAN,Dec,South,6.0
3319,MEXICO,Nov,North,5.0
3320,MEXICO,Nov,North,5.0
3321,EGYPT,Oct,North,5.0
3322,JAMAICA,Oct,North,5.0
3323,MEXICO,Sep,North,5.0
3324,USA,Sep,North,4.0
3325,USA,Sep,North,4.0
3326,USA,Sep,North,4.0
3327,PALAU,Sep,North,4.0
3328,USA,Sep,North,4.0
3329,USA,Sep,North,3.0
3330,USA,Aug,North,3.0
3331,SOUTH AFRICA,Aug,South,2.0
3332,USA,Aug,North,2.0
3333,USA,Aug,North,1.0
3334,SOUTH AFRICA,Aug,South,1.0
3335,SOUTH AFRICA,Aug,South,1.0
3336,AUSTRALIA,Aug,South,1.0
3337,NEW GUINEA,Aug,South,1.0
3339,EGYPT,Aug,North,5.0
3340,SOUTH AFRICA,Jul,South,12.0
3341,PAPUA NEW GUINEA,Jul,South,12.0
3342,AUSTRALIA,Jul,South,12.0
3343,PAPUA NEW GUINEA,Jul,South,12.0
3344,KENYA,Jul,North,12.0
3345,AUSTRALIA,Jul,South,11.0
3346,AUSTRALIA,Jul,South,11.0
3347,AUSTRALIA,Jun,South,11.0
3348,USA,Jun,North,11.0
3349,SOUTH AFRICA,Jun,South,10.0
3350,USA,Jun,North,10.0
3351,AUSTRALIA,May,South,10.0
3352,NO COUNTRY DATA,May,Both hemispheres,9.0
3353,TAIWAN,May,North,9.0
3354,TAIWAN,May,North,9.0
3355,USA,May,North,8.0
3356,MEXICO,Apr,North,8.0
3357,USA,Apr,North,8.0
3358,USA,Mar,North,8.0
3359,USA,Mar,North,8.0
3360,JAPAN,Feb,North,8.0
3361,PANAMA,Jan,North,8.0
3362,USA,Jan,North,7.0
3363,SOUTH AFRICA,Jan,South,7.0
3364,USA,Jan,North,7.0
3365,SOUTH AFRICA,Jan,South,7.0
3366,USA,Jan,North,7.0
3367,PAPUA NEW GUINEA,Jan,South,7.0
3368,PAPUA NEW GUINEA,Jan,South,7.0
3369,BERMUDA,Jan,North,6.0
3370,USA,Jan,North,6.0
3372,PAPUA NEW GUINEA,Dec,South,6.0
3373,FIJI,Dec,South,6.0
3374,SOUTH AFRICA,Dec,South,6.0
3375,PANAMA,Nov,North,5.0
3376,FIJI,Nov,South,5.0
3377,PANAMA,Nov,North,5.0
3378,PAPUA NEW GUINEA,Nov,South,4.0
3379,AUSTRALIA,Oct,South,3.0
3380,PAPUA NEW GUINEA,Oct,South,3.0
3381,USA,Oct,North,3.0
3382,SENEGAL,Oct,North,3.0
3383,FIJI,Oct,South,2.0
3384,NEW CALEDONIA,Sep,South,2.0
3385,FIJI,Sep,South,2.0
3386,NEW ZEALAND,Sep,South,2.0
3387,NEW ZEALAND,Aug,South,2.0
3388,SOUTH AFRICA,Aug,South,2.0
3389,NEW ZEALAND,Jul,South,2.0
3390,NEW ZEALAND,Jul,South,2.0
3391,AUSTRALIA,Jul,South,2.0
3392,NEW ZEALAND,Jun,South,2.0
3393,USA,Jun,North,2.0
3394,COSTA RICA,Jun,North,2.0
3395,FIJI,Jun,South,1.0
3396,SOUTH AFRICA,Jun,South,1.0
3397,SOUTH AFRICA,May,South,1.0
3398,SOUTH AFRICA,May,South,1.0
3399,AUSTRALIA,May,South,1.0
3400,USA,May,North,1.0
3401,PAPUA NEW GUINEA,May,South,1.0
3402,FIJI,Apr,South,1.0
3403,AUSTRALIA,Apr,South,1.0
3404,SOUTH AFRICA,Apr,South,1.0
3405,NEW ZEALAND,Apr,South,1.0
3406,SOUTH AFRICA,Apr,South,12.0
3407,SOUTH AFRICA,Mar,South,12.0
3408,AUSTRALIA,Mar,South,12.0
3409,SOUTH AFRICA,Feb,South,12.0
3410,ATLANTIC OCEAN,Feb,Both hemispheres,12.0
3411,SOUTH AFRICA,Jan,South,12.0
3412,AUSTRALIA,Jan,South,12.0
3413,SOUTH AFRICA,Jan,South,12.0
3414,SOUTH AFRICA,Jan,South,12.0
3415,AUSTRALIA,Jan,South,12.0
3419,FIJI,May,South,11.0
3420,FIJI,May,South,11.0
3423,USA,Dec,North,11.0
3424,PAPUA NEW GUINEA,Dec,South,11.0
3425,PALAU,Dec,North,11.0
3426,USA,Dec,North,10.0
3427,NORTH PACIFIC OCEAN,Dec,North,10.0
3428,CHILE,Nov,South,9.0
3429,USA,Nov,North,9.0
3430,SOLOMON ISLANDS,Nov,South,9.0
3431,AUSTRALIA,Nov,South,9.0
3432,USA,Oct,North,9.0
3433,DOMINICAN REPUBLIC,Oct,North,8.0
3434,FEDERATED STATES OF,Oct,South,7.0
3435,USA,Sep,North,7.0
3436,USA,Sep,North,7.0
3437,JAMAICA,Sep,North,7.0
3438,PANAMA,Aug,North,7.0
3439,GREECE,Aug,North,6.0
3440,PAPUA NEW GUINEA,Aug,South,6.0
3441,USA,Aug,North,5.0
3442,PHILIPPINES,Aug,North,5.0
3443,AUSTRALIA,Aug,South,4.0
3444,USA,Aug,North,4.0
3445,SOUTH AFRICA,Jul,South,4.0
3446,AUSTRALIA,Jul,South,4.0
3447,USA,Jul,North,4.0
3448,USA,Jul,North,4.0
3449,SOLOMON ISLANDS,Jul,South,3.0
3450,PAPUA NEW GUINEA,Jul,South,2.0
3451,AUSTRALIA,Jul,South,2.0
3452,FIJI,Jun,South,2.0
3453,MAURITIUS,Jun,South,2.0
3454,USA,Jun,North,2.0
3455,FIJI,Jun,South,1.0
3456,AUSTRALIA,Jun,South,1.0
3457,AUSTRALIA,Jun,South,1.0
3458,SOUTH AFRICA,May,South,1.0
3459,NEW ZEALAND,May,South,1.0
3460,SOUTH AFRICA,May,South,1.0
3461,SOUTH AFRICA,Apr,South,1.0
3462,SOUTH AFRICA,Mar,South,1.0
3463,AUSTRALIA,Mar,South,1.0
3464,MOZAMBIQUE,Mar,South,1.0
3465,SOUTH AFRICA,Mar,South,12.0
3466,AUSTRALIA,Feb,South,12.0
3467,SOUTH AFRICA,Feb,South,12.0
3468,AUSTRALIA,Feb,South,11.0
3469,AUSTRALIA,Feb,South,11.0
3470,USA,Feb,North,11.0
3471,AUSTRALIA,Feb,South,11.0
3472,MID ATLANTIC OCEAN,Feb,North,11.0
3473,SOUTH AFRICA,Feb,South,10.0
3474,MEXICO,Feb,North,10.0
3475,ADMIRALTY ISLANDS,Feb,North,10.0
3476,AUSTRALIA,Feb,South,10.0
3477,USA,Feb,North,10.0
3478,PANAMA,Jan,North,10.0
3479,BRITISH WEST INDIES,Jan,North,9.0
3480,MEXICO,Jan,North,9.0
3481,SOUTH ATLANTIC OCEAN,Jan,South,9.0
3482,ITALY,Jan,North,9.0
3483,ISRAEL,Jan,North,8.0
3484,TURKEY,Jan,North,8.0
3485,PAPUA NEW GUINEA,Jan,South,8.0
3486,USA,Jan,North,8.0
3487,USA,Jan,North,8.0
3488,SOUTH AFRICA,Jan,South,8.0
3489,USA,Dec,North,8.0
3490,USA,Dec,North,8.0
3491,PAPUA NEW GUINEA,Dec,South,8.0
3492,ITALY,Dec,North,8.0
3493,SENEGAL,Dec,North,8.0
3494,USA,Dec,North,7.0
3495,MADAGASCAR,Dec,South,7.0
3496,USA,Dec,North,7.0
3497,USA,Dec,North,7.0
3498,USA,Dec,North,7.0
3499,GREECE,Dec,North,7.0
3500,USA,Nov,North,6.0
3501,SOUTH AFRICA,Nov,South,6.0
3502,USA,Nov,North,6.0
3503,USA,Nov,North,6.0
3504,USA,Nov,North,6.0
3505,USA,Nov,North,6.0
3506,PAPUA NEW GUINEA,Nov,South,6.0
3507,USA,Nov,North,6.0
3508,AUSTRALIA,Nov,South,6.0
3509,USA,Oct,North,6.0
3510,USA,Oct,North,6.0
3511,USA,Sep,North,5.0
3512,USA,Sep,North,5.0
3513,FIJI,Sep,South,5.0
3514,AUSTRALIA,Sep,South,4.0
3515,MOZAMBIQUE,Sep,South,4.0
3516,SOUTH AFRICA,Aug,South,4.0
3517,SOUTH AFRICA,Jul,South,4.0
3518,NEW ZEALAND,Jul,South,3.0
3519,AUSTRALIA,Jul,South,3.0
3520,PAPUA NEW GUINEA,Jul,South,3.0
3521,PAPUA NEW GUINEA,Jul,South,2.0
3522,NEW ZEALAND,Jun,South,2.0
3523,AUSTRALIA,Jun,South,2.0
3524,SOUTH AFRICA,May,South,2.0
3525,SOUTH AFRICA,May,South,2.0
3526,AUSTRALIA,Apr,South,2.0
3527,NEW ZEALAND,Apr,South,2.0
3528,SOLOMON ISLANDS,Apr,South,2.0
3529,NEW ZEALAND,Apr,South,1.0
3530,MOZAMBIQUE,Apr,South,1.0
3531,AUSTRALIA,Apr,South,1.0
3532,SOUTH AFRICA,Mar,South,1.0
3533,NEW ZEALAND,Feb,South,1.0
3534,NEW ZEALAND,Feb,South,1.0
3535,USA,Feb,North,1.0
3536,AUSTRALIA,Feb,South,1.0
3537,AUSTRALIA,Feb,South,1.0
3538,AUSTRALIA,Jan,South,1.0
3539,PAPUA NEW GUINEA,Jan,South,1.0
3540,NEW ZEALAND,Jan,South,1.0
3541,AUSTRALIA,Jan,South,1.0
3542,AUSTRALIA,Jan,South,1.0
3543,AUSTRALIA,Jan,South,1.0
3544,AUSTRALIA,Jan,South,1.0
3545,SOUTH AFRICA,Jan,South,1.0
3546,AUSTRALIA,Jan,South,1.0
3547,MARSHALL ISLANDS,Jan,Both hemispheres,1.0
3550,AUSTRALIA,Dec,South,12.0
3551,SOUTH AFRICA,Dec,South,12.0
3552,AUSTRALIA,Dec,South,12.0
3553,AUSTRALIA,Nov,South,12.0
3554,MOZAMBIQUE,Nov,South,12.0
3555,AUSTRALIA,Nov,South,12.0
3556,AUSTRALIA,Nov,South,12.0
3557,MEXICO,Nov,North,11.0
3558,PHILIPPINES,Oct,North,10.0
3559,USA,Oct,North,10.0
3560,VANUATU,Oct,South,10.0
3561,USA,Oct,North,10.0
3562,USA,Oct,North,9.0
3563,CROATIA,Oct,North,9.0
3564,TANZANIA,Sep,South,9.0
3565,MID ATLANTIC OCEAN,Sep,North,9.0
3566,PERSIAN GULF,Sep,North,9.0
3567,ITALY,Sep,North,9.0
3568,AUSTRALIA,Aug,South,9.0
3569,USA,Aug,North,8.0
3570,USA,Aug,North,8.0
3571,BERMUDA,Aug,North,8.0
3572,USA,Aug,North,8.0
3573,PAPUA NEW GUINEA,Aug,South,8.0
3574,USA,Aug,North,7.0
3575,TURKEY,Aug,North,7.0
3576,AUSTRALIA,Aug,South,7.0
3577,ITALY,Aug,North,7.0
3578,PANAMA,Aug,North,7.0
3579,USA,Jul,North,6.0
3580,USA,Jul,North,6.0
3581,USA,Jul,North,6.0
3582,NEW BRITAIN,Jul,North,6.0
3583,PAPUA NEW GUINEA,Jul,South,6.0
3584,USA,Jul,North,5.0
3585,NEW BRITAIN,Jun,North,5.0
3586,USA,Jun,North,5.0
3587,AUSTRALIA,Jun,South,5.0
3588,USA,Jun,North,4.0
3589,AUSTRALIA,Jun,South,4.0
3590,MOZAMBIQUE,Jun,South,4.0
3591,SOUTH AFRICA,Jun,South,4.0
3592,USA,Jun,North,4.0
3593,AUSTRALIA,Jun,South,4.0
3594,AUSTRALIA,Jun,South,4.0
3595,MOZAMBIQUE,Jun,South,4.0
3596,PERSIAN GULF,May,North,4.0
3597,AUSTRALIA,May,South,4.0
3598,AUSTRALIA,May,South,4.0
3599,AUSTRALIA,Apr,South,3.0
3600,AUSTRALIA,Apr,South,3.0
3601,AUSTRALIA,Apr,South,3.0
3602,AUSTRALIA,Apr,South,3.0
3603,NORTH PACIFIC OCEAN,Mar,North,3.0
3604,SOUTH AFRICA,Mar,South,3.0
3605,FIJI,Mar,South,3.0
3606,USA,Feb,North,2.0
3607,AUSTRALIA,Feb,South,2.0
3608,JAMAICA,Feb,North,2.0
3609,SOUTH AFRICA,Feb,South,2.0
3610,SOUTH AFRICA,Feb,South,2.0
3611,AUSTRALIA,Feb,South,2.0
3612,USA,Feb,North,2.0
3613,SOUTH AFRICA,Feb,South,1.0
3614,SOUTH AFRICA,Jan,South,1.0
3615,AUSTRALIA,Jan,South,1.0
3616,SOUTH AFRICA,Jan,South,1.0
3617,ATLANTIC OCEAN,Jan,Both hemispheres,1.0
3618,AUSTRALIA,Jan,South,1.0
3619,MOZAMBIQUE,Jan,South,1.0
3620,SOUTH AFRICA,Jan,South,1.0
3621,SOUTH AFRICA,Jan,South,1.0
3622,AUSTRALIA,Jan,South,1.0
3623,COLUMBIA,Jan,North,1.0
3624,USA,Jan,North,12.0
3625,AUSTRALIA,Jan,South,12.0
3626,SOUTH AFRICA,Jan,South,12.0
3627,AUSTRALIA,Jan,South,12.0
3628,AUSTRALIA,Jan,South,12.0
3629,AUSTRALIA,Jan,South,11.0
3630,USA,Jan,North,11.0
3631,AUSTRALIA,Jan,South,11.0
3632,AUSTRALIA,Jan,South,11.0
3634,NEW GUINEA,Jan,South,11.0
3636,USA,Dec,North,10.0
3637,SOUTH AFRICA,Dec,South,10.0
3638,AUSTRALIA,Dec,South,10.0
3639,PAPUA NEW GUINEA,Dec,South,10.0
3640,RED SEA ,Dec,Both hemispheres,10.0
3641,USA,Dec,North,10.0
3642,SOUTH AFRICA,Dec,South,10.0
3643,JOHNSTON ISLAND,Dec,North,10.0
3644,USA,Nov,North,9.0
3645,PACIFIC OCEAN,Oct,Both hemispheres,9.0
3646,AUSTRALIA,Oct,South,9.0
3647,MARSHALL ISLANDS,Oct,Both hemispheres,9.0
3648,MARSHALL ISLANDS,Oct,Both hemispheres,9.0
3649,USA,Sep,North,8.0
3650,SENEGAL,Sep,North,8.0
3651,USA,Sep,North,8.0
3652,USA,Sep,North,8.0
3653,PAPUA NEW GUINEA,Sep,South,8.0
3654,USA,Sep,North,8.0
3655,USA,Sep,North,8.0
3656,MOZAMBIQUE,Aug,South,8.0
3657,USA,Aug,North,8.0
3658,ENGLAND,Aug,North,8.0
3659,USA,Aug,North,8.0
3660,USA,Aug,North,8.0
3661,PAPUA NEW GUINEA,Jul,South,7.0
3662,USA,Jul,North,7.0
3663,USA,Jul,North,7.0
3664,PAPUA NEW GUINEA,Jul,South,7.0
3665,USA,Jul,North,6.0
3666,NEW ZEALAND,Jun,South,6.0
3667,NORTH SEA,Jun,North,6.0
3668,USA,Jun,North,6.0
3669,USA,Jun,North,6.0
3670,PHILIPPINES,Jun,North,6.0
3671,USA,May,North,6.0
3672,PANAMA,May,North,5.0
3673,BERMUDA,May,North,5.0
3674,USA,May,North,5.0
3675,USA,Apr,North,5.0
3676,PAPUA NEW GUINEA,Apr,South,5.0
3677,SOUTH AFRICA,Apr,South,4.0
3678,USA,Apr,North,4.0
3679,AUSTRALIA,Apr,South,4.0
3680,SOUTH AFRICA,Apr,South,4.0
3681,BERMUDA,Apr,North,4.0
3682,AUSTRALIA,Apr,South,4.0
3683,AUSTRALIA,Apr,South,4.0
3684,AUSTRALIA,Apr,South,4.0
3685,AUSTRALIA,Apr,South,4.0
3686,AUSTRALIA,Mar,South,4.0
3687,FIJI,Mar,South,4.0
3688,PHILIPPINES,Mar,North,4.0
3689,SOUTH AFRICA,Mar,South,4.0
3690,USA,Mar,North,3.0
3691,GUAM,Mar,South,3.0
3692,AUSTRALIA,Mar,South,2.0
3693,NEW ZEALAND,Feb,South,2.0
3694,USA,Feb,North,2.0
3695,SENEGAL,Feb,North,2.0
3696,PAPUA NEW GUINEA,Feb,South,2.0
3697,AUSTRALIA,Feb,South,2.0
3698,AUSTRALIA,Feb,South,2.0
3699,USA,Feb,North,2.0
3700,PAPUA NEW GUINEA,Jan,South,1.0
3701,NO COUNTRY DATA,Jan,Both hemispheres,1.0
3702,AUSTRALIA,Jan,South,1.0
3703,AUSTRALIA,Jan,South,1.0
3704,AUSTRALIA,Jan,South,1.0
3705,AUSTRALIA,Jan,South,1.0
3706,SOUTH AFRICA,Jan,South,1.0
3707,AUSTRALIA,Jan,South,12.0
3708,AUSTRALIA,Jan,South,12.0
3709,PAPUA NEW GUINEA,Jan,South,12.0
3711,PHILIPPINES,Jan,North,12.0
3715,MALDIVE ISLANDS,Dec,North,12.0
3716,AUSTRALIA,Dec,South,11.0
3717,AUSTRALIA,Dec,South,11.0
3718,AUSTRALIA,Dec,South,11.0
3719,USA,Dec,North,11.0
3720,SOUTH AFRICA,Nov,South,11.0
3721,AUSTRALIA,Nov,South,11.0
3722,USA,Nov,North,11.0
3723,AUSTRALIA,Nov,South,11.0
3724,PAPUA NEW GUINEA,Nov,South,11.0
3725,MOZAMBIQUE,Nov,South,10.0
3726,PAPUA NEW GUINEA,Nov,South,10.0
3727,USA,Oct,North,10.0
3728,FIJI,Oct,South,10.0
3729,FIJI,Oct,South,10.0
3730,PHILIPPINES,Oct,North,9.0
3731,BERMUDA,Oct,North,9.0
3732,USA,Oct,North,9.0
3733,USA,Oct,North,9.0
3734,USA,Oct,North,9.0
3735,INDIA,Sep,North,9.0
3736,USA,Sep,North,9.0
3737,MEXICO,Sep,North,9.0
3738,AZORES,Sep,North,8.0
3739,AUSTRALIA,Sep,South,8.0
3740,JAPAN,Aug,North,8.0
3741,PHILIPPINES,Aug,North,8.0
3742,USA,Aug,North,8.0
3743,USA,Aug,North,8.0
3744,USA,Aug,North,8.0
3745,PHILIPPINES,Aug,North,8.0
3746,USA,Aug,North,8.0
3747,CROATIA,Aug,North,8.0
3748,JAPAN,Aug,North,8.0
3749,USA,Aug,North,8.0
3750,USA,Aug,North,8.0
3751,USA,Aug,North,7.0
3752,USA,Jul,North,7.0
3753,JAPAN,Jul,North,7.0
3754,USA,Jul,North,7.0
3755,USA,Jul,North,7.0
3756,USA,Jun,North,7.0
3757,CARIBBEAN SEA,Jun,North,7.0
3758,USA,Jun,North,7.0
3759,NORTH ATLANTIC OCEAN,Jun,Both hemispheres,7.0
3760,MEXICO,Jun,North,7.0
3761,TURKEY,Jun,North,6.0
3762,MEXICO,Jun,North,6.0
